R	53.2043	-6.10046	E122	12 Nov 2022	E122\n17:07 - Clongriffin to Greystones (26 mins late)\nArrived Bray next stop Greystones	Southbound
R	53.2469	-6.66386	A808	12 Nov 2022	A808\n18:15 - Dublin Heuston to Portarlington (1 mins late)\nDeparted Sallins next stop Portarlington	To Portarlington
R	53.2557	-6.11317	E825	12 Nov 2022	E825\n18:25 - Bray to Malahide (1 mins late)\nDeparted Killiney next stop Dalkey	Northbound
R	53.2704	-7.49985	A772	12 Nov 2022	A772\n19:10 - Tullamore to Galway (-72 mins late)\nDeparted Tullamore next stop Clara	To Galway
R	53.2812	-6.12289	E232	12 Nov 2022	E232\n17:18 - Howth to Bray (23 mins late)\nArrived Glenageary next stop Dalkey	Southbound
R	53.2951	-6.13498	E233	12 Nov 2022	E233\n17:30 - Malahide to Bray (14 mins late)\nDeparted Dun Laoghaire next stop Sandycove	Southbound
R	53.2954	-6.15206	E929	12 Nov 2022	E929\n18:10 - Bray to Howth (5 mins late)\nDeparted Salthill and Monkstown next stop Seapoint	Northbound
R	53.3015	-8.74855	A768	12 Nov 2022	A768\n17:15 - Tullamore to Galway (5 mins late)\nArrived Athenry next stop Galway	To Galway
R	53.3281	-6.22116	E824	12 Nov 2022	E824\n17:55 - Bray to Malahide (8 mins late)\nArrived Sandymount next stop Lansdowne Road	Northbound
R	53.334	-6.37868	A775	12 Nov 2022	A775\n17:53 - Portarlington to Dublin Heuston (2 mins late)\nDeparted Park West and Cherry Orchard next stop Dublin Heuston	To Dublin Heuston
R	53.334	-6.37868	D215	12 Nov 2022	D215\n18:25 - Dublin Heuston to Portlaoise (-1 mins late)\nArrived Park West and Cherry Orchard next stop Clondalkin	To Portlaoise
R	53.334	-6.37868	P225	12 Nov 2022	P225\n23:30 - Portarlington to Dublin Heuston (-46 mins late)\nDeparted Park West and Cherry Orchard next stop Dublin Heuston	To Dublin Heuston
R	53.3347	-6.22979	E234	12 Nov 2022	E234\n17:48 - Howth to Bray (13 mins late)\nArrived Lansdowne Road next stop Sandymount	Southbound
R	53.3353	-6.45233	P216	12 Nov 2022	P216\n17:25 - Portlaoise to Dublin Heuston (15 mins late)\nDeparted Adamstown next stop Clondalkin	To Dublin Heuston
R	53.3397	-6.23773	E928	12 Nov 2022	E928\n17:30 - Greystones to Howth (19 mins late)\nArrived Grand Canal Dock next stop Dublin Pearse	Northbound
R	53.3531	-6.24591	E124	12 Nov 2022	E124\n18:00 - Howth to Greystones (8 mins late)\nDeparted Dublin Connolly next stop Tara Street	Southbound
R	53.3602	-7.79847	A770	12 Nov 2022	A770\n18:10 - Tullamore to Galway (4 mins late)\nDeparted Clonydonnin next stop Athlone	To Galway
R	53.373	-6.20442	D819	12 Nov 2022	D819\n18:22 - Dublin Connolly to Drogheda (7 mins late)\nDeparted Killester next stop Howth Junction	Northbound
R	53.3743	-6.48624	P753	12 Nov 2022	P753\n18:20 - Maynooth to Dublin Connolly (3 mins late)\nDeparted Leixlip (Confey) next stop Clonsilla	Southbound
R	53.3786	-6.19131	E927	12 Nov 2022	E927\n17:25 - Bray to Howth (16 mins late)\nDeparted Harmonstown next stop Raheny	Northbound
R	53.3815	-6.17699	E926	12 Nov 2022	E926\n17:10 - Bray to Howth (29 mins late)\nDeparted Raheny next stop Kilbarrack	Northbound
R	53.3816	-6.37149	D925	12 Nov 2022	D925\n18:15 - Dublin Connolly to Maynooth (0 mins late)\nArrived Castleknock next stop Coolmine	Northbound
R	53.3909	-6.15672	E235	12 Nov 2022	E235\n18:17 - Malahide to Bray (8 mins late)\nArrived Howth Junction next stop Kilbarrack	Southbound
R	53.4273	-7.93683	A717	12 Nov 2022	A717\n17:20 - Galway to Tullamore (-1 mins late)\nArrived Athlone next stop Clara	To Tullamore
R	53.4855	-6.15134	P723	12 Nov 2022	P723\n18:02 - Drogheda to Dublin Connolly (0 mins late)\nArrived Donabate next stop Malahide	Southbound
R	53.5201	-6.1439	D818	12 Nov 2022	D818\n17:50 - Dublin Connolly to Drogheda (12 mins late)\nDeparted Rush and Lusk next stop Skerries	Northbound
R	53.523	-7.34608	A912	12 Nov 2022	A912\n17:10 - Dublin Connolly to Sligo (0 mins late)\nDeparted Mullingar next stop Edgeworthstown	Northbound
R	53.712	-6.33538	D817	12 Nov 2022	D817\n17:15 - Dublin Connolly to Dundalk (12 mins late)\nDeparted Drogheda next stop Dundalk	Northbound
R	53.7243	-7.79574	A913	12 Nov 2022	A913\n16:55 - Sligo to Dublin Connolly (1 mins late)\nDeparted Longford next stop Edgeworthstown	Southbound
R	53.9676	-8.30438	A910	12 Nov 2022	A910\n16:00 - Dublin Connolly to Sligo (0 mins late)\nArrived Boyle next stop Ballymote	Northbound
R	54.0007	-6.41291	A132	12 Nov 2022	A132\n16:50 - Dublin Connolly to Belfast (0 mins late)\nDeparted Dundalk next stop Newry	Northbound
T	53.3531	-6.24591	A131	12 Nov 2022	A131\n16:05 - Belfast to Dublin Connolly(11 mins late)\nTERMINATED Dublin Connolly at 18:29	Southbound
T	53.3531	-6.24591	A911	12 Nov 2022	A911\n15:05 - Sligo to Dublin Connolly(0 mins late)\nTERMINATED Dublin Connolly at 18:29	Southbound
T	53.3531	-6.24591	P722	12 Nov 2022	P722\n17:30 - Drogheda to Dublin Connolly(10 mins late)\nTERMINATED Dublin Connolly at 18:26	Southbound
T	53.378	-6.58993	D924	12 Nov 2022	D924\n17:45 - Dublin Connolly to Maynooth(6 mins late)\nTERMINATED Maynooth at 18:35	Northbound
T	53.4349	-6.46898	D341	12 Nov 2022	D341\n18:16 - Clonsilla to M3 Parkway(4 mins late)\nTERMINATED M3 Parkway at 18:32	Northbound
